Dataset,Classifier,Balancing,FeatureSelection,Iteration,Fold,Precision,Recall,AUC,Kappa,NPofB20
AVRO,IBk,Undersampling,InfoGain,7,9,0.1667,0.9091,0.8245,0.2010,0.5455
AVRO,IBk,Undersampling,InfoGain,7,10,0.2500,1.0000,0.9041,0.3365,0.9685
AVRO,IBk,Undersampling,InfoGain,8,1,0.1905,0.7273,0.8085,0.2293,0.5491
AVRO,IBk,Undersampling,InfoGain,8,2,0.2778,0.9091,0.9313,0.3680,0.6364
AVRO,IBk,Undersampling,InfoGain,8,3,0.2647,0.9000,0.9034,0.3549,0.8862
AVRO,IBk,Undersampling,InfoGain,8,4,0.2432,0.8182,0.8628,0.3115,0.5455
AVRO,IBk,Undersampling,InfoGain,8,5,0.2045,0.8182,0.7940,0.2561,0.6364
AVRO,IBk,Undersampling,InfoGain,8,6,0.2222,0.9091,0.8799,0.2888,0.8182
AVRO,IBk,Undersampling,InfoGain,8,7,0.2439,0.9091,0.8647,0.3206,0.7273
AVRO,IBk,Undersampling,InfoGain,8,8,0.2292,1.0000,0.9193,0.3053,0.6860
AVRO,IBk,Undersampling,InfoGain,8,9,0.2292,1.0000,0.9178,0.3053,0.7273
AVRO,IBk,Undersampling,InfoGain,8,10,0.2157,1.0000,0.9243,0.2845,0.7273
AVRO,IBk,Undersampling,InfoGain,9,1,0.1698,0.8182,0.8325,0.2027,0.5455
AVRO,IBk,Undersampling,InfoGain,9,2,0.1852,0.9091,0.8673,0.2318,0.6364
AVRO,IBk,Undersampling,InfoGain,9,3,0.2083,1.0000,0.8736,0.2801,0.7000
AVRO,IBk,Undersampling,InfoGain,9,4,0.2444,1.0000,0.9214,0.3283,0.8737
AVRO,IBk,Undersampling,InfoGain,9,5,0.1724,0.9091,0.8111,0.2105,0.4545
AVRO,IBk,Undersampling,InfoGain,9,6,0.1951,0.7273,0.7880,0.2356,0.5455
AVRO,IBk,Undersampling,InfoGain,9,7,0.2093,0.8182,0.8221,0.2632,0.7389
AVRO,IBk,Undersampling,InfoGain,9,8,0.1875,0.8182,0.8258,0.2302,0.5455
AVRO,IBk,Undersampling,InfoGain,9,9,0.2222,0.9091,0.9109,0.2888,0.8182
AVRO,IBk,Undersampling,InfoGain,9,10,0.3125,0.9091,0.8726,0.4129,0.8182
AVRO,IBk,Undersampling,InfoGain,10,1,0.1923,0.9091,0.8448,0.2432,0.6364
AVRO,IBk,Undersampling,InfoGain,10,2,0.1818,0.9091,0.8548,0.2264,0.4545
AVRO,IBk,Undersampling,InfoGain,10,3,0.1915,0.9000,0.8615,0.2484,0.6000
AVRO,IBk,Undersampling,InfoGain,10,4,0.2500,1.0000,0.9496,0.3365,0.7273
AVRO,IBk,Undersampling,InfoGain,10,5,0.2258,0.6364,0.7593,0.2688,0.6364
AVRO,IBk,Undersampling,InfoGain,10,6,0.2500,1.0000,0.9270,0.3365,0.8182
AVRO,IBk,Undersampling,InfoGain,10,7,0.2564,0.9091,0.9046,0.3383,0.7459
AVRO,IBk,Undersampling,InfoGain,10,8,0.2045,0.8182,0.8518,0.2561,0.7267
AVRO,IBk,Undersampling,InfoGain,10,9,0.2000,0.8182,0.8426,0.2493,0.4545
AVRO,IBk,Undersampling,InfoGain,10,10,0.1864,1.0000,0.8494,0.2374,0.6364
AVRO,IBk,Oversampling,InfoGain,1,1,0.5556,0.9091,0.9765,0.6649,1.0000
AVRO,IBk,Oversampling,InfoGain,1,2,0.7000,0.6364,0.9193,0.6467,0.7974
AVRO,IBk,Oversampling,InfoGain,1,3,0.5263,1.0000,0.9876,0.6659,1.0000
AVRO,IBk,Oversampling,InfoGain,1,4,0.7778,0.6364,0.8741,0.6829,0.7273
AVRO,IBk,Oversampling,InfoGain,1,5,0.6667,0.9091,0.9637,0.7521,0.9091
AVRO,IBk,Oversampling,InfoGain,1,6,0.7000,0.6364,0.8786,0.6465,0.6364
AVRO,IBk,Oversampling,InfoGain,1,7,0.8182,0.8182,0.8910,0.8066,0.8182
AVRO,IBk,Oversampling,InfoGain,1,8,0.7692,0.9091,0.9669,0.8218,0.9091
AVRO,IBk,Oversampling,InfoGain,1,9,0.6364,0.6364,0.8029,0.6132,0.7273
AVRO,IBk,Oversampling,InfoGain,1,10,0.5882,0.9091,0.9530,0.6919,0.9091
AVRO,IBk,Oversampling,InfoGain,2,1,0.8000,0.7273,0.8832,0.7476,0.7273
AVRO,IBk,Oversampling,InfoGain,2,2,0.4118,0.6364,0.8963,0.4611,0.7273
AVRO,IBk,Oversampling,InfoGain,2,3,0.6429,0.9000,0.9621,0.7331,0.9000
AVRO,IBk,Oversampling,InfoGain,2,4,0.7273,0.7273,0.8655,0.7099,0.8182
AVRO,IBk,Oversampling,InfoGain,2,5,0.7500,0.8182,0.9538,0.7681,0.8182
AVRO,IBk,Oversampling,InfoGain,2,6,0.6875,1.0000,0.9955,0.8007,1.0000
AVRO,IBk,Oversampling,InfoGain,2,7,0.5263,0.9091,0.9298,0.6394,0.9091
AVRO,IBk,Oversampling,InfoGain,2,8,0.7273,0.7273,0.8744,0.7099,0.7273
AVRO,IBk,Oversampling,InfoGain,2,9,0.6667,0.7273,0.9133,0.6754,0.8182
AVRO,IBk,Oversampling,InfoGain,2,10,0.7778,0.6364,0.8910,0.6829,0.6364
AVRO,IBk,Oversampling,InfoGain,3,1,0.8333,0.9091,0.9514,0.8609,0.9091
AVRO,IBk,Oversampling,InfoGain,3,2,0.9000,0.8182,0.9143,0.8486,0.9091
AVRO,IBk,Oversampling,InfoGain,3,3,0.6923,0.9000,0.9868,0.7684,0.9000
AVRO,IBk,Oversampling,InfoGain,3,4,0.4000,0.7273,0.9461,0.4757,0.7273
AVRO,IBk,Oversampling,InfoGain,3,5,0.5714,0.7273,0.8999,0.6142,0.7273
AVRO,IBk,Oversampling,InfoGain,3,6,0.7143,0.9091,0.9616,0.7856,0.9091
AVRO,IBk,Oversampling,InfoGain,3,7,0.7143,0.9091,0.9535,0.7856,0.9091
AVRO,IBk,Oversampling,InfoGain,3,8,1.0000,0.9091,0.9913,0.9495,0.9091
AVRO,IBk,Oversampling,InfoGain,3,9,0.8182,0.8182,0.9606,0.8066,0.9091
AVRO,IBk,Oversampling,InfoGain,3,10,0.6923,0.8182,0.9750,0.7327,0.8182
AVRO,IBk,Oversampling,InfoGain,4,1,0.7692,0.9091,0.9394,0.8219,0.9091
AVRO,IBk,Oversampling,InfoGain,4,2,0.5625,0.8182,0.9681,0.6414,0.9091
AVRO,IBk,Oversampling,InfoGain,4,3,0.5000,0.6000,0.8851,0.5168,0.6000
AVRO,IBk,Oversampling,InfoGain,4,4,0.4444,0.3636,0.7296,0.3659,0.4545
AVRO,IBk,Oversampling,InfoGain,4,5,0.7500,0.8182,0.9438,0.7681,0.8182
AVRO,IBk,Oversampling,InfoGain,4,6,0.7333,1.0000,0.9974,0.8348,1.0000
AVRO,IBk,Oversampling,InfoGain,4,7,0.5385,0.6364,0.8347,0.5545,0.7273
AVRO,IBk,Oversampling,InfoGain,4,8,0.6667,0.9091,0.9811,0.7521,0.9091
AVRO,IBk,Oversampling,InfoGain,4,9,0.5333,0.7273,0.9553,0.5869,1.0000
AVRO,IBk,Oversampling,InfoGain,4,10,0.6250,0.9091,0.9769,0.7210,0.9091
AVRO,IBk,Oversampling,InfoGain,5,1,0.6429,0.8182,0.9556,0.7000,0.8182
AVRO,IBk,Oversampling,InfoGain,5,2,0.6875,1.0000,0.9937,0.8008,1.0000
AVRO,IBk,Oversampling,InfoGain,5,3,0.7273,0.8000,0.9552,0.7475,0.8000
AVRO,IBk,Oversampling,InfoGain,5,4,0.8182,0.8182,0.9490,0.8066,0.9091
AVRO,IBk,Oversampling,InfoGain,5,5,0.6154,0.7273,0.8904,0.6436,0.7273
AVRO,IBk,Oversampling,InfoGain,5,6,0.6667,0.9091,0.9819,0.7521,0.9091
AVRO,IBk,Oversampling,InfoGain,5,7,0.6000,0.8182,0.9017,0.6695,0.8182
AVRO,IBk,Oversampling,InfoGain,5,8,0.7273,0.7273,0.9369,0.7099,0.7273
AVRO,IBk,Oversampling,InfoGain,5,9,0.5385,0.6364,0.8618,0.5545,0.6364
AVRO,IBk,Oversampling,InfoGain,5,10,0.7000,0.6364,0.8350,0.6465,0.7273
AVRO,IBk,Oversampling,InfoGain,6,1,0.8889,0.7273,0.9070,0.7887,0.8182
AVRO,IBk,Oversampling,InfoGain,6,2,0.7143,0.9091,0.9579,0.7857,0.9091
AVRO,IBk,Oversampling,InfoGain,6,3,0.6000,0.6000,0.8828,0.5770,0.7000
AVRO,IBk,Oversampling,InfoGain,6,4,0.6000,0.8182,0.9653,0.6695,0.9091
AVRO,IBk,Oversampling,InfoGain,6,5,0.6429,0.8182,0.8671,0.6999,0.8182
AVRO,IBk,Oversampling,InfoGain,6,6,0.5000,0.7273,0.8996,0.5615,0.7273
AVRO,IBk,Oversampling,InfoGain,6,7,0.7692,0.9091,0.9748,0.8218,0.9091
AVRO,IBk,Oversampling,InfoGain,6,8,0.6429,0.8182,0.9322,0.6999,0.8182
AVRO,IBk,Oversampling,InfoGain,6,9,0.5556,0.9091,0.9138,0.6648,0.9091
AVRO,IBk,Oversampling,InfoGain,6,10,0.5714,0.7273,0.7864,0.6142,0.7273
AVRO,IBk,Oversampling,InfoGain,7,1,0.9091,0.9091,0.9854,0.9033,0.9091
AVRO,IBk,Oversampling,InfoGain,7,2,0.6154,0.7273,0.9018,0.6437,0.7273
AVRO,IBk,Oversampling,InfoGain,7,3,0.7000,0.7000,0.9537,0.6828,0.8000
AVRO,IBk,Oversampling,InfoGain,7,4,0.6154,0.7273,0.8011,0.6436,0.7273
AVRO,IBk,Oversampling,InfoGain,7,5,0.8333,0.9091,0.9869,0.8609,0.9091
AVRO,IBk,Oversampling,InfoGain,7,6,0.6667,0.7273,0.8933,0.6754,0.7273
AVRO,IBk,Oversampling,InfoGain,7,7,0.6923,0.8182,0.8702,0.7327,0.8182
AVRO,IBk,Oversampling,InfoGain,7,8,0.4500,0.8182,0.8854,0.5456,0.8182
AVRO,IBk,Oversampling,InfoGain,7,9,0.6923,0.8182,0.9162,0.7327,0.9091
AVRO,IBk,Oversampling,InfoGain,7,10,0.6667,0.9091,0.9716,0.7521,1.0000
AVRO,IBk,Oversampling,InfoGain,8,1,0.5000,0.5455,0.8971,0.4901,0.5455
AVRO,IBk,Oversampling,InfoGain,8,2,0.6667,0.9091,0.9794,0.7522,0.9091
AVRO,IBk,Oversampling,InfoGain,8,3,0.7778,0.7000,0.8905,0.7226,0.7000
AVRO,IBk,Oversampling,InfoGain,8,4,0.5714,0.7273,0.8818,0.6142,0.7273
AVRO,IBk,Oversampling,InfoGain,8,5,0.5714,0.7273,0.9354,0.6142,0.9091
AVRO,IBk,Oversampling,InfoGain,8,6,0.5833,0.6364,0.8960,0.5827,0.6364
AVRO,IBk,Oversampling,InfoGain,8,7,0.5556,0.9091,0.9385,0.6648,0.9091
AVRO,IBk,Oversampling,InfoGain,8,8,0.7143,0.9091,0.9787,0.7856,0.9091
AVRO,IBk,Oversampling,InfoGain,8,9,0.8333,0.9091,0.9482,0.8609,0.9091
AVRO,IBk,Oversampling,InfoGain,8,10,0.6111,1.0000,0.9961,0.7393,1.0000
AVRO,IBk,Oversampling,InfoGain,9,1,0.5333,0.7273,0.8485,0.5871,0.7273
AVRO,IBk,Oversampling,InfoGain,9,2,0.8750,0.6364,0.9023,0.7230,0.6364
AVRO,IBk,Oversampling,InfoGain,9,3,0.6250,1.0000,0.9810,0.7527,1.0000
AVRO,IBk,Oversampling,InfoGain,9,4,0.6250,0.9091,0.9874,0.7210,0.9091
AVRO,IBk,Oversampling,InfoGain,9,5,0.5000,0.8182,0.8912,0.5903,0.8182
AVRO,IBk,Oversampling,InfoGain,9,6,0.6154,0.7273,0.9317,0.6436,0.7273
AVRO,IBk,Oversampling,InfoGain,9,7,0.8889,0.7273,0.9543,0.7886,0.8182
AVRO,IBk,Oversampling,InfoGain,9,8,0.7778,0.6364,0.9130,0.6829,0.6364
AVRO,IBk,Oversampling,InfoGain,9,9,0.6667,0.9091,0.9708,0.7521,1.0000
AVRO,IBk,Oversampling,InfoGain,9,10,0.7273,0.7273,0.9115,0.7099,0.7273
AVRO,IBk,Oversampling,InfoGain,10,1,0.7500,0.8182,0.9425,0.7682,0.8182
AVRO,IBk,Oversampling,InfoGain,10,2,0.7143,0.9091,0.9235,0.7857,0.9091
AVRO,IBk,Oversampling,InfoGain,10,3,0.5000,0.9000,0.9784,0.6160,0.9000
AVRO,IBk,Oversampling,InfoGain,10,4,0.8000,0.7273,0.9716,0.7475,0.7273
AVRO,IBk,Oversampling,InfoGain,10,5,0.6364,0.6364,0.8833,0.6132,0.7273
AVRO,IBk,Oversampling,InfoGain,10,6,0.7692,0.9091,0.9695,0.8218,0.9091
AVRO,IBk,Oversampling,InfoGain,10,7,0.7273,0.7273,0.9679,0.7099,0.8182
AVRO,IBk,Oversampling,InfoGain,10,8,0.6667,0.7273,0.8991,0.6754,0.8182
AVRO,IBk,Oversampling,InfoGain,10,9,0.4500,0.8182,0.9456,0.5456,0.8182
AVRO,IBk,Oversampling,InfoGain,10,10,0.4286,0.8182,0.9543,0.5252,0.8182
AVRO,IBk,SMOTE,InfoGain,1,1,0.6667,0.9091,0.9809,0.7522,1.0000
AVRO,IBk,SMOTE,InfoGain,1,2,0.8750,0.6364,0.9436,0.7230,0.7434
AVRO,IBk,SMOTE,InfoGain,1,3,0.6250,1.0000,0.9931,0.7527,1.0000
AVRO,IBk,SMOTE,InfoGain,1,4,0.8571,0.5455,0.9556,0.6504,0.8182
AVRO,IBk,SMOTE,InfoGain,1,5,0.7692,0.9091,0.9821,0.8218,0.9091
AVRO,IBk,SMOTE,InfoGain,1,6,1.0000,0.6364,0.9590,0.7669,0.6364
AVRO,IBk,SMOTE,InfoGain,1,7,1.0000,0.7273,0.9312,0.8337,0.7273
AVRO,IBk,SMOTE,InfoGain,1,8,0.9000,0.8182,0.9748,0.8485,0.9091
AVRO,IBk,SMOTE,InfoGain,1,9,0.7000,0.6364,0.9233,0.6465,0.6364
AVRO,IBk,SMOTE,InfoGain,1,10,0.6250,0.9091,0.9824,0.7210,1.0000
AVRO,IBk,SMOTE,InfoGain,2,1,0.8889,0.7273,0.9261,0.7887,0.7273
AVRO,IBk,SMOTE,InfoGain,2,2,0.6154,0.7273,0.9530,0.6437,0.8182
AVRO,IBk,SMOTE,InfoGain,2,3,0.7500,0.9000,0.9833,0.8067,1.0000
AVRO,IBk,SMOTE,InfoGain,2,4,0.8000,0.7273,0.9488,0.7475,0.8182
AVRO,IBk,SMOTE,InfoGain,2,5,0.8182,0.8182,0.9564,0.8066,0.8182
AVRO,IBk,SMOTE,InfoGain,2,6,0.7857,1.0000,0.9976,0.8714,1.0000
AVRO,IBk,SMOTE,InfoGain,2,7,0.6667,0.9091,0.9603,0.7521,0.9091
AVRO,IBk,SMOTE,InfoGain,2,8,0.7273,0.7273,0.8818,0.7099,0.7273
AVRO,IBk,SMOTE,InfoGain,2,9,0.8000,0.7273,0.9656,0.7475,0.9498
AVRO,IBk,SMOTE,InfoGain,2,10,1.0000,0.6364,0.9622,0.7669,0.6364
AVRO,IBk,SMOTE,InfoGain,3,1,0.9091,0.9091,0.9898,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,3,2,0.8889,0.7273,0.9642,0.7887,1.0000
AVRO,IBk,SMOTE,InfoGain,3,3,0.8182,0.9000,0.9684,0.8485,0.9000
AVRO,IBk,SMOTE,InfoGain,3,4,0.5714,0.7273,0.9259,0.6142,0.7273
AVRO,IBk,SMOTE,InfoGain,3,5,0.7000,0.6364,0.9146,0.6465,0.7273
AVRO,IBk,SMOTE,InfoGain,3,6,0.8182,0.8182,0.9853,0.8066,1.0000
AVRO,IBk,SMOTE,InfoGain,3,7,0.8182,0.8182,0.9472,0.8066,0.8182
AVRO,IBk,SMOTE,InfoGain,3,8,0.9091,0.9091,0.9756,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,3,9,0.8889,0.7273,0.9640,0.7886,0.8182
AVRO,IBk,SMOTE,InfoGain,3,10,0.7273,0.7273,0.9645,0.7099,0.8182
AVRO,IBk,SMOTE,InfoGain,4,1,0.7692,0.9091,0.9525,0.8219,0.9091
AVRO,IBk,SMOTE,InfoGain,4,2,0.7500,0.8182,0.9770,0.7682,0.9091
AVRO,IBk,SMOTE,InfoGain,4,3,1.0000,0.5000,0.9336,0.6541,0.9000
AVRO,IBk,SMOTE,InfoGain,4,4,0.8000,0.3636,0.9065,0.4806,0.4545
AVRO,IBk,SMOTE,InfoGain,4,5,0.8182,0.8182,0.9758,0.8066,0.8182
AVRO,IBk,SMOTE,InfoGain,4,6,0.7857,1.0000,0.9961,0.8714,1.0000
AVRO,IBk,SMOTE,InfoGain,4,7,0.7500,0.5455,0.9101,0.6120,0.6364
AVRO,IBk,SMOTE,InfoGain,4,8,0.8462,1.0000,0.9963,0.9109,1.0000
AVRO,IBk,SMOTE,InfoGain,4,9,0.7273,0.7273,0.9653,0.7099,1.0000
AVRO,IBk,SMOTE,InfoGain,4,10,0.7692,0.9091,0.9834,0.8218,0.9091
AVRO,IBk,SMOTE,InfoGain,5,1,0.9000,0.8182,0.9749,0.8486,0.8182
AVRO,IBk,SMOTE,InfoGain,5,2,0.6875,1.0000,0.9948,0.8008,1.0000
AVRO,IBk,SMOTE,InfoGain,5,3,0.8889,0.8000,0.9724,0.8335,0.8000
AVRO,IBk,SMOTE,InfoGain,5,4,1.0000,0.8182,0.9779,0.8943,0.9091
AVRO,IBk,SMOTE,InfoGain,5,5,0.7273,0.7273,0.9637,0.7099,0.8182
AVRO,IBk,SMOTE,InfoGain,5,6,0.6923,0.8182,0.9708,0.7327,0.8182
AVRO,IBk,SMOTE,InfoGain,5,7,0.7273,0.7273,0.9553,0.7099,0.7273
AVRO,IBk,SMOTE,InfoGain,5,8,0.8000,0.7273,0.9390,0.7475,0.8182
AVRO,IBk,SMOTE,InfoGain,5,9,0.7778,0.6364,0.9443,0.6829,0.7273
AVRO,IBk,SMOTE,InfoGain,5,10,0.8889,0.7273,0.9138,0.7886,0.7273
AVRO,IBk,SMOTE,InfoGain,6,1,0.8000,0.7273,0.9673,0.7476,1.0000
AVRO,IBk,SMOTE,InfoGain,6,2,0.9091,0.9091,0.9869,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,6,3,0.8333,0.5000,0.8876,0.6091,0.7000
AVRO,IBk,SMOTE,InfoGain,6,4,0.6667,0.7273,0.9417,0.6754,0.8182
AVRO,IBk,SMOTE,InfoGain,6,5,0.8182,0.8182,0.9448,0.8066,0.8182
AVRO,IBk,SMOTE,InfoGain,6,6,0.6667,0.7273,0.9609,0.6754,0.8182
AVRO,IBk,SMOTE,InfoGain,6,7,0.7692,0.9091,0.9877,0.8218,0.9091
AVRO,IBk,SMOTE,InfoGain,6,8,0.6667,0.7273,0.9622,0.6754,0.9091
AVRO,IBk,SMOTE,InfoGain,6,9,0.7143,0.9091,0.9616,0.7856,0.9091
AVRO,IBk,SMOTE,InfoGain,6,10,0.7273,0.7273,0.8516,0.7099,0.7273
AVRO,IBk,SMOTE,InfoGain,7,1,0.9091,0.9091,0.9898,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,7,2,0.8889,0.7273,0.9245,0.7887,0.7273
AVRO,IBk,SMOTE,InfoGain,7,3,0.7778,0.7000,0.9592,0.7226,0.9000
AVRO,IBk,SMOTE,InfoGain,7,4,0.6667,0.7273,0.9456,0.6754,0.9091
AVRO,IBk,SMOTE,InfoGain,7,5,0.9091,0.9091,0.9869,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,7,6,1.0000,0.7273,0.9164,0.8337,0.7273
AVRO,IBk,SMOTE,InfoGain,7,7,0.8182,0.8182,0.9574,0.8066,0.8182
AVRO,IBk,SMOTE,InfoGain,7,8,0.5333,0.7273,0.9259,0.5869,0.8182
AVRO,IBk,SMOTE,InfoGain,7,9,0.8889,0.7273,0.9630,0.7886,0.8182
AVRO,IBk,SMOTE,InfoGain,7,10,0.6667,0.9091,0.9792,0.7521,1.0000
AVRO,IBk,SMOTE,InfoGain,8,1,0.6000,0.5455,0.9065,0.5457,0.8182
AVRO,IBk,SMOTE,InfoGain,8,2,0.8182,0.8182,0.9786,0.8067,0.9091
AVRO,IBk,SMOTE,InfoGain,8,3,0.8750,0.7000,0.9279,0.7665,0.7000
AVRO,IBk,SMOTE,InfoGain,8,4,0.8000,0.7273,0.9453,0.7475,0.7273
AVRO,IBk,SMOTE,InfoGain,8,5,0.7273,0.7273,0.9616,0.7099,1.0000
AVRO,IBk,SMOTE,InfoGain,8,6,0.6667,0.5455,0.9094,0.5773,0.5455
AVRO,IBk,SMOTE,InfoGain,8,7,0.7143,0.9091,0.9101,0.7856,0.9091
AVRO,IBk,SMOTE,InfoGain,8,8,0.8333,0.9091,0.9874,0.8609,0.9091
AVRO,IBk,SMOTE,InfoGain,8,9,0.9091,0.9091,0.9900,0.9033,0.9091
AVRO,IBk,SMOTE,InfoGain,8,10,0.7500,0.8182,0.9937,0.7681,1.0000
AVRO,IBk,SMOTE,InfoGain,9,1,0.5714,0.7273,0.9054,0.6143,0.7273
AVRO,IBk,SMOTE,InfoGain,9,2,0.8750,0.6364,0.9433,0.7230,0.6859
AVRO,IBk,SMOTE,InfoGain,9,3,0.6667,1.0000,0.9862,0.7860,1.0000
AVRO,IBk,SMOTE,InfoGain,9,4,0.7692,0.9091,0.9850,0.8218,0.9091
AVRO,IBk,SMOTE,InfoGain,9,5,0.5625,0.8182,0.9572,0.6412,0.9091
AVRO,IBk,SMOTE,InfoGain,9,6,0.8000,0.7273,0.9333,0.7475,0.8182
AVRO,IBk,SMOTE,InfoGain,9,7,0.8889,0.7273,0.9703,0.7886,0.8182
AVRO,IBk,SMOTE,InfoGain,9,8,0.7778,0.6364,0.9580,0.6829,0.6364
AVRO,IBk,SMOTE,InfoGain,9,9,0.7143,0.9091,0.9848,0.7856,1.0000
AVRO,IBk,SMOTE,InfoGain,9,10,1.0000,0.6364,0.9432,0.7669,0.7273
AVRO,IBk,SMOTE,InfoGain,10,1,1.0000,0.7273,0.9786,0.8338,0.9091
AVRO,IBk,SMOTE,InfoGain,10,2,0.7143,0.9091,0.9551,0.7857,0.9091
AVRO,IBk,SMOTE,InfoGain,10,3,0.7500,0.9000,0.9799,0.8067,0.9000
AVRO,IBk,SMOTE,InfoGain,10,4,1.0000,0.7273,0.9488,0.8337,0.7273
AVRO,IBk,SMOTE,InfoGain,10,5,0.8750,0.6364,0.9535,0.7229,0.8182
AVRO,IBk,SMOTE,InfoGain,10,6,0.9091,0.9091,0.9879,0.9033,1.0000
AVRO,IBk,SMOTE,InfoGain,10,7,0.8889,0.7273,0.9711,0.7886,0.8182
AVRO,IBk,SMOTE,InfoGain,10,8,1.0000,0.7273,0.9530,0.8337,0.8182
AVRO,IBk,SMOTE,InfoGain,10,9,0.8000,0.7273,0.9672,0.7475,0.8182
AVRO,IBk,SMOTE,InfoGain,10,10,0.5333,0.7273,0.9117,0.5869,0.7273
